time,date,year,month,month,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,country,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-28T15:30:27.000Z,2016-05-28,2016,05,2016-05,-32.285,122.396,6,4.8,mb,,,,1.35,us,us20005yus,2016-08-10T22:30:25.040Z,168km SSE of Stoneville, Australia,earthquake,8.1,5,0.111,25,reviewed,aust,us
2016-05-21T11:08:31.000Z,2016-05-21,2016,05,2016-05,-25.512,129.894,0,4.1,mb,,,,1.95,us,us20005yh7,2016-08-03T22:33:40.040Z,Northern Territory, Australia,earthquake,6.1,1.9,0.185,8,reviewed,aust,us
2016-05-21T09:08:34.000Z,2016-05-21,2016,05,2016-05,-25.519,129.891,0,4.2,mb,,,,0.97,us,us10005j49,2016-08-03T22:33:40.040Z,Northern Territory, Australia,earthquake,5.8,1.9,0.186,8,reviewed,aust,us
2016-05-21T08:46:44.620Z,2016-05-21,2016,05,2016-05,-25.5802,129.8082,10,4.4,mb,,95,4.186,0.64,us,us20005yh5,2016-08-03T22:33:40.040Z,Northern Territory, Australia,earthquake,6.5,1.9,0.189,8,reviewed,us,us
2016-05-21T08:46:18.000Z,2016-05-21,2016,05,2016-05,-25.601,129.837,0,4.4,mb,,,,1.15,us,us10005j44,2016-08-03T22:33:40.040Z,Northern Territory, Australia,earthquake,6.5,1.9,0.155,12,reviewed,aust,us
2016-05-21T07:12:31.000Z,2016-05-21,2016,05,2016-05,-25.532,129.838,0,4.2,mb,,,,1.05,us,us10005j3t,2016-08-03T22:33:40.040Z,Northern Territory, Australia,earthquake,8.1,1.9,0.187,8,reviewed,aust,us
2016-05-20T19:06:09.000Z,2016-05-20,2016,05,2016-05,-25.574,129.812,0,4.2,mb,,,,2.12,us,us20005y4t,2016-08-03T22:33:39.040Z,Northern Territory, Australia,earthquake,8.2,5.4,0.2,7,reviewed,aust,us
2016-05-20T18:14:04.670Z,2016-05-20,2016,05,2016-05,-25.5655,129.8841,10,6,mww,,24,1.53,1.33,us,us10005iyk,2018-03-13T01:22:51.756Z,Northern Territory, Australia,earthquake,2.2,1.7,,,reviewed,us,us
2016-04-28T16:52:44.000Z,2016-04-28,2016,04,2016-04,-19.77,133.888,10,4.4,mb,,,,1.92,us,us10005c6s,2016-07-08T02:49:27.040Z,35km WSW of Tennant Creek, Australia,earthquake,4.4,4.8,0.126,19,reviewed,aust,us
2015-12-25T18:40:07.390Z,2015-12-25,2015,12,2015-12,-25.5522,154.145,15.31,4.2,mb,,186,2.775,0.61,us,us10004baa,2016-03-18T01:13:01.040Z,112km ENE of Rainbow Beach, Australia,earthquake,8.6,5.3,0.176,9,reviewed,us,us
2015-11-03T01:07:44.000Z,2015-11-03,2015,11,2015-11,-19.784,133.938,11,4.3,mb,,,,0.68,us,us200041hc,2016-01-30T02:11:04.040Z,31km WSW of Tennant Creek, Australia,earthquake,3.5,5.1,0.16,11,reviewed,aust,us
2015-10-22T20:45:15.480Z,2015-10-22,2015,10,2015-10,-25.4034,154.203,10,4.2,mb,,194,2.823,0.91,us,us2000404r,2016-01-22T23:41:10.040Z,124km ENE of Rainbow Beach, Australia,earthquake,6.6,1.9,0.167,10,reviewed,us,us
2015-10-13T06:54:57.640Z,2015-10-13,2015,10,2015-10,-22.5819,120.8975,11.25,4.3,mb,,55,1.4,1.05,us,us10003n84,2016-01-11T21:07:24.040Z,147km NE of Newman, Australia,earthquake,6.1,5.6,0.168,10,reviewed,us,us
2015-10-07T20:30:12.490Z,2015-10-07,2015,10,2015-10,-17.1882,121.8921,10,4.5,mb,,71,3.686,0.87,us,us10003l09,2016-01-04T22:29:35.040Z,93km NNW of Broome, Australia,earthquake,6.9,1.2,0.131,17,reviewed,us,us
2015-08-14T01:06:55.340Z,2015-08-14,2015,08,2015-08,-25.4498,154.3241,10,4.3,mb,,73,2.933,1.07,us,us100036b0,2015-11-17T00:13:26.040Z,133km ENE of Rainbow Beach, Australia,earthquake,9.4,1.8,0.147,13,reviewed,us,us
2015-08-01T04:46:24.830Z,2015-08-01,2015,08,2015-08,-25.4093,154.1987,10,5.2,mb,,31,2.819,0.98,us,us10002x2n,2016-09-28T20:49:02.437Z,123km ENE of Rainbow Beach, Australia,earthquake,7.3,1.7,0.08,60,reviewed,us,us
2015-08-01T03:38:44.590Z,2015-08-01,2015,08,2015-08,-25.343,154.3348,9,5.4,mww,,18,2.943,0.87,us,us10002x1x,2019-12-20T10:43:29.745Z,139km ENE of Rainbow Beach, Australia,earthquake,7,1.7,,,reviewed,us,us
2015-07-29T23:41:40.420Z,2015-07-29,2015,07,2015-07,-25.3727,154.2281,9,5.5,mww,,21,2.846,0.71,us,us10002w8v,2020-08-19T19:19:13.142Z,128km ENE of Rainbow Beach, Australia,earthquake,7.1,1.7,,,reviewed,us,us
2015-03-10T12:39:49.000Z,2015-03-10,2015,03,2015-03,-38.046,145.491,0,2.8,ml,,,,1.1,us,us10001lem,2015-05-28T00:48:41.040Z,3km SW of Pakenham Upper, Australia,earthquake,3,2,,,reviewed,aust,aust
2015-02-15T15:57:10.000Z,2015-02-15,2015,02,2015-02,-25.219,151.374,15,4.9,mb,,,,1.1,us,usb000tpj7,2015-05-11T23:20:17.040Z,51km NNW of Gayndah, Australia,earthquake,6.1,3.2,0.107,31,reviewed,aust,us
2014-12-03T19:05:10.000Z,2014-12-03,2014,12,2014-12,-38.102,145.442,10,3.6,mb,,,,0.29,us,usc000t3l2,2015-02-28T02:16:06.040Z,11km S of Beaconsfield Upper, Australia,earthquake,5.1,7.8,0.25,4,reviewed,aust,us
2014-12-01T10:25:16.100Z,2014-12-01,2014,12,2014-12,-21.6482,131.1734,10,4.5,mb,,58,3.224,1.46,us,usb000t1ig,2015-02-24T00:35:15.040Z,Northern Territory, Australia,earthquake,4.8,1.9,0.54,3,reviewed,us,us
2014-11-28T03:01:45.000Z,2014-11-28,2014,11,2014-11,-26.054,112.569,15,4,mb,,,,1.15,us,usc000t5y1,2015-02-24T00:35:08.040Z,169km SW of Carnarvon, Australia,earthquake,11.2,8.8,0.259,5,reviewed,aust,us
2014-10-31T19:15:25.000Z,2014-10-31,2014,10,2014-10,-30.815,121.232,10,4.5,mb,,,,1.99,us,usc000st80,2015-01-20T09:03:06.040Z,23km WSW of Kalgoorlie, Australia,earthquake,6.6,1.9,0.118,26,reviewed,aust,us
2014-09-26T15:38:16.000Z,2014-09-26,2014,09,2014-09,-20.1,119.534,10,4.4,mb,,,,2.49,us,usb000sgcs,2014-12-20T00:53:59.040Z,103km ENE of Port Hedland, Australia,earthquake,4.9,1.9,0.202,7,reviewed,aust,us
2014-09-01T23:01:33.000Z,2014-09-01,2014,09,2014-09,-19.942,133.872,5,4.3,mb,,,,1.07,us,usc000s8u1,2014-11-29T00:09:24.000Z,47km SW of Tennant Creek, Australia,earthquake,4.7,3.4,0.202,8,reviewed,aust,us
2014-08-13T15:22:33.000Z,2014-08-13,2014,08,2014-08,-33.342,142.146,10,4,mb,,,,1.37,us,usb000s682,2014-11-15T04:07:07.000Z,84km N of Dareton, Australia,earthquake,,4.7,0.52,7,reviewed,aust,us
2014-06-09T18:07:35.000Z,2014-06-09,2014,06,2014-06,-29.901,137.627,9,4,mb,,,,1.99,us,usc000rn36,2014-08-30T17:03:00.000Z,101km NE of Roxby Downs, Australia,earthquake,,7.2,0.231,5,reviewed,aust,us
2014-06-04T02:29:09.000Z,2014-06-04,2014,06,2014-06,-29.867,137.71,13,4.2,mb,,,,1.01,us,usc000raqr,2014-08-30T17:03:00.000Z,110km NE of Roxby Downs, Australia,earthquake,,4.7,0.125,18,reviewed,aust,us
2014-05-13T09:44:10.200Z,2014-05-13,2014,05,2014-05,-18.7196,149.9563,10,4.1,mb,,66,3.749,1.28,us,usc000r95k,2014-08-06T00:55:34.000Z,231km NE of Bowen, Australia,earthquake,,1.9,0.184,8,reviewed,us,us
2014-04-29T09:54:56.000Z,2014-04-29,2014,04,2014-04,-32.796,139.541,13,4.6,mb,,,,0.92,us,usb000q3ij,2015-01-30T09:50:31.026Z,68km ENE of Peterborough, Australia,earthquake,,1.5,0.173,12,reviewed,aust,us
2014-03-16T03:24:51.000Z,2014-03-16,2014,03,2014-03,-17.414,124.438,10,3.8,mb,,,,1.29,us,usc000npv7,2014-05-16T21:51:43.000Z,51km ESE of Derby, Australia,earthquake,,2,0.506,2,reviewed,aust,us
2014-02-26T00:00:07.000Z,2014-02-26,2014,02,2014-02,-30.679,121.187,0,4.5,mwr,,,,1.33,us,usc000my8y,2014-05-13T21:36:41.000Z,27km WNW of Kalgoorlie, Australia,earthquake,,3.3,0.083,14,reviewed,aust,us
2014-01-13T04:58:48.000Z,2014-01-13,2014,01,2014-01,-37.759,145.353,15,2.8,ml,,,,1.98,us,usb000m1bj,2015-01-29T18:21:55.114Z,6km N of Montrose, Australia,earthquake,,1.8,,,reviewed,aust,aust
2013-08-28T09:15:19.000Z,2013-08-28,2013,08,2013-08,-34.332,148.28,0,2.6,ml,,,,0.27,us,usb000jd13,2013-11-06T01:33:32.000Z,2km SW of Young, Australia,earthquake,,8.2,,,reviewed,us_aust,us_aust
2013-08-24T20:27:48.000Z,2013-08-24,2013,08,2013-08,-34.307,148.333,3,2.5,ml,,,,0.96,us,usb000jbkv,2013-10-25T20:10:00.000Z,3km ENE of Young, Australia,earthquake,,8.3,,,reviewed,us_aust,us_aust
2013-07-18T11:39:11.780Z,2013-07-18,2013,07,2013-07,-19.777,133.953,10,4.4,mb,24,64,,1.16,us,usp000k24e,2014-11-07T01:51:17.877Z,Northern Territory, Australia,earthquake,,2.9,,10,reviewed,us,us
2013-06-22T11:57:48.000Z,2013-06-22,2013,06,2013-06,-36.725,146.146,11,3.2,ml,5,100,,,us,us2013rta9,2014-11-07T01:51:06.744Z,24km SE of Benalla, Australia,earthquake,,,,,reviewed,aust,aust
2013-06-09T14:22:15.000Z,2013-06-09,2013,06,2013-06,-26.11,131.994,0,5.3,mww,446,21.6,,,us,usc000hjry,2017-10-11T20:34:30.801Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,us
2013-05-01T16:41:49.000Z,2013-05-01,2013,05,2013-05,-38.113,144.483,10,3.1,ml,11,145.1,,,us,us2013praw,2014-11-07T01:50:42.803Z,7km N of Leopold, Australia,earthquake,,,,,reviewed,aust,aust
2012-06-22T09:16:04.000Z,2012-06-22,2012,06,2012-06,-34.229,148.713,10,3.8,ml,7,134.1,,,us,usp000jn39,2015-03-24T02:09:01.414Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2012-06-08T11:32:39.000Z,2012-06-08,2012,06,2012-06,-30.748,150.4,0,4.1,ml,7,159.2,,,us,usp000jmh7,2014-11-07T01:48:02.047Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2012-06-08T11:31:00.000Z,2012-06-08,2012,06,2012-06,-30.759,150.413,0,4,mwr,27,78.6,,,us,usp000jmh6,2016-01-04T23:29:31.572Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,us
2012-04-19T19:09:16.000Z,2012-04-19,2012,04,2012-04,-35.231,148.603,4,3.7,ml,17,60.8,,,us,usp000jj8f,2015-03-24T01:28:34.849Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2011-09-17T16:28:29.000Z,2011-09-17,2011,09,2011-09,-20.214,147.614,5,4.3,mb,16,151.1,,,us,usp000j86z,2015-03-24T02:02:45.228Z,Queensland, Australia,earthquake,,,,3,reviewed,aust,us
2011-04-16T07:06:52.000Z,2011-04-16,2011,04,2011-04,-20.17,147.679,0,4,mb,19,153.5,,,us,usp000j02d,2015-03-24T01:16:38.384Z,Queensland, Australia,earthquake,,,,2,reviewed,aust,us
2011-04-16T05:31:18.000Z,2011-04-16,2011,04,2011-04,-20.085,147.764,7,5,mwr,127,24.2,,,us,usp000j026,2020-09-21T17:28:56.296Z,Queensland, Australia,earthquake,,,,,reviewed,aust,us
2011-03-15T06:07:59.000Z,2011-03-15,2011,03,2011-03,-17.327,146.253,0,3.6,ml,9,145,,,us,usp000hxab,2014-11-07T01:44:09.372Z,Queensland, Australia,earthquake,,,,,reviewed,aust,aust
2011-02-21T21:59:36.000Z,2011-02-21,2011,02,2011-02,-20.903,135.419,0.6,4,mwr,65,50.9,,,us,usp000huvh,2014-11-07T01:43:41.999Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,us
2010-09-29T09:09:25.000Z,2010-09-29,2010,09,2010-09,-29.568,143.752,0,4.2,mb,15,44.9,,,us,usp000hmb3,2014-11-07T01:42:31.701Z,New South Wales, Australia,earthquake,,,,1,reviewed,aust,us
2010-05-26T10:09:20.000Z,2010-05-26,2010,05,2010-05,-36.364,144.796,10,3,ml,5,129.5,,,us,usp000hd6m,2014-11-07T01:41:33.117Z,Victoria, Australia,earthquake,,,,,reviewed,aust,aust
2008-06-09T01:37:29.000Z,2008-06-09,2008,06,2008-06,-30.167,146.881,10,3.7,ml,5,145.7,,,us,usp000g8yy,2014-11-07T01:36:16.732Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2008-04-30T21:11:10.000Z,2008-04-30,2008,04,2008-04,-30.215,141.62,0,3.6,ml,4,215.2,,,us,usp000g575,2014-11-07T01:35:45.459Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2008-03-18T01:02:32.000Z,2008-03-18,2008,03,2008-03,-32.519,148.433,11,3.7,ml,4,138.9,,,us,usp000g1qa,2014-11-07T01:35:16.380Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2008-02-13T21:57:27.000Z,2008-02-13,2008,02,2008-02,-27.551,146.651,0,4.2,ml,8,99.9,,,us,usp000fyut,2014-11-07T01:34:56.753Z,Queensland, Australia,earthquake,,,,,reviewed,aust,aust
2008-02-06T06:46:47.000Z,2008-02-06,2008,02,2008-02,-13.402,129.644,7,4.2,mb,10,206.3,,,us,usp000fy9p,2014-11-07T01:34:54.332Z,Northern Territory, Australia,earthquake,,,,1,reviewed,aust,us
2007-12-09T08:31:47.000Z,2007-12-09,2007,12,2007-12,-36.518,143.648,8,2.7,ml,5,133.6,,,us,usp000fu3t,2014-11-07T01:34:22.704Z,Victoria, Australia,earthquake,,,,,reviewed,aust,aust
2007-12-01T20:58:28.000Z,2007-12-01,2007,12,2007-12,-22.291,129.657,10,3.4,ml,8,77.4,,,us,usp000ftph,2014-11-07T01:34:19.683Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-11-19T20:01:01.000Z,2007-11-19,2007,11,2007-11,-12.336,143.735,24,4.8,mb,21,143.7,,,us,usp000fsx4,2014-11-07T01:34:12.182Z,Queensland, Australia,earthquake,,,,3,reviewed,aust,us
2007-11-05T06:36:28.000Z,2007-11-05,2007,11,2007-11,-22.043,129.501,1,3.2,ml,14,79.8,,,us,usp000fs09,2014-11-07T01:34:07.360Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-10-29T18:44:42.000Z,2007-10-29,2007,10,2007-10,-19.609,134.023,9,3.1,ml,4,170.3,,,us,usp000frj4,2014-11-07T01:34:01.045Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-10-24T01:01:59.000Z,2007-10-24,2007,10,2007-10,-19.645,133.854,10,3.1,ml,4,207.3,,,us,usp000fr4r,2014-11-07T01:33:58.780Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-09-14T17:45:51.000Z,2007-09-14,2007,09,2007-09,-19.883,134.091,19,2.7,ml,6,150.1,,,us,usp000fn8z,2014-11-07T01:33:35.214Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-09-14T09:06:56.000Z,2007-09-14,2007,09,2007-09,-29.85,148.631,10,3.4,ml,9,121.8,,,us,usp000fn7z,2014-11-07T01:33:35.101Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2007-09-13T08:29:35.000Z,2007-09-13,2007,09,2007-09,-19.746,133.875,10,3.1,ml,8,114,,,us,usp000fn45,2014-11-07T01:33:34.327Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-09-10T03:20:40.000Z,2007-09-10,2007,09,2007-09,-15.344,130.369,9,2.9,ml,4,142,,,us,usp000fmtn,2014-11-07T01:33:32.372Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-08-31T19:04:42.000Z,2007-08-31,2007,08,2007-08,-19.797,133.898,10,2.6,ml,5,172,,,us,usp000fm3a,2014-11-07T01:33:25.040Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-08-25T06:06:52.000Z,2007-08-25,2007,08,2007-08,-26.495,151.432,4,3.9,ml,12,193.3,,,us,usp000fkn9,2014-11-07T01:33:22.659Z,Queensland, Australia,earthquake,,,,,reviewed,aust,aust
2007-08-24T13:47:32.000Z,2007-08-24,2007,08,2007-08,-32.352,148.571,0,2.8,ml,9,184.9,,,us,usp000fkkj,2014-11-07T01:33:22.499Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2007-06-22T08:40:35.000Z,2007-06-22,2007,06,2007-06,-19.719,133.925,8,2.5,ml,6,161.1,,,us,usp000feja,2014-11-07T01:32:44.816Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-06-11T21:37:31.000Z,2007-06-11,2007,06,2007-06,-19.852,133.944,15,2.9,ml,6,177.8,,,us,usp000fduq,2014-11-07T01:32:41.247Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-06-10T20:02:28.000Z,2007-06-10,2007,06,2007-06,-36.643,146.813,3,2.6,ml,6,125.3,,,us,usp000fdsm,2014-11-07T01:32:40.958Z,Victoria, Australia,earthquake,,,,,reviewed,aust,aust
2007-05-22T19:30:49.000Z,2007-05-22,2007,05,2007-05,-29.776,142.048,10,3.9,mb,15,56.7,,,us,usp000fch3,2014-11-07T01:32:30.796Z,New South Wales, Australia,earthquake,,,,2,reviewed,aust,us
2007-04-29T06:04:24.000Z,2007-04-29,2007,04,2007-04,-34.895,148.525,1,2.6,ml,5,157,,,us,usp000fauz,2014-11-07T01:32:18.264Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2007-04-07T11:54:03.000Z,2007-04-07,2007,04,2007-04,-19.77,133.925,10,2.6,ml,6,167.3,,,us,usp000f8zk,2014-11-07T01:32:08.396Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-03-02T10:19:18.000Z,2007-03-02,2007,03,2007-03,-23.519,136.696,0,3.6,ml,20,54.4,,,us,usp000f5xx,2014-11-07T01:31:47.499Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2007-02-04T01:07:09.000Z,2007-02-04,2007,02,2007-02,-19.782,133.914,5,2.7,ml,4,169.4,,,us,usp000f483,2014-11-07T01:31:33.969Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-12-24T23:22:57.000Z,2006-12-24,2006,12,2006-12,-19.877,133.725,10,3.8,ml,14,92.3,,,us,usp000f0xs,2014-11-07T01:31:11.276Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-11-22T13:22:50.000Z,2006-11-22,2006,11,2006-11,-19.873,134.035,6,2.5,ml,6,111,,,us,usp000eyj3,2014-11-07T01:30:55.750Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-10-21T09:51:49.000Z,2006-10-21,2006,10,2006-10,-34.036,149.16,15,4.2,ml,20,89.1,,,us,usp000evps,2014-11-07T01:30:36.677Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2006-10-11T19:01:26.000Z,2006-10-11,2006,10,2006-10,-19.825,134.055,13,2.6,ml,7,98.7,,,us,usp000euyj,2014-11-07T01:30:32.670Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-10-11T01:45:50.000Z,2006-10-11,2006,10,2006-10,-19.703,133.962,13,3.2,ml,5,112.5,,,us,usp000eux5,2014-11-07T01:30:32.183Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-08-29T00:37:34.000Z,2006-08-29,2006,08,2006-08,-19.711,133.958,16,3,ml,5,179.9,,,us,usp000erzq,2014-11-07T01:30:02.955Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-08-13T13:30:04.000Z,2006-08-13,2006,08,2006-08,-34.807,149.144,3,3.3,ml,9,100.3,,,us,usp000eqvf,2014-11-07T01:29:57.635Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2006-07-28T05:49:23.000Z,2006-07-28,2006,07,2006-07,-18.1,147.72,10,3.9,ml,4,306.2,,,us,usp000epr3,2014-11-07T01:29:47.810Z,Queensland, Australia,earthquake,,,,,reviewed,aust,aust
2006-07-18T11:04:10.000Z,2006-07-18,2006,07,2006-07,-13.906,133.102,0,2.5,ml,5,198.7,,,us,usp000enzs,2014-11-07T01:29:42.685Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-07-02T23:19:51.000Z,2006-07-02,2006,07,2006-07,-32.348,150.867,12,2.8,ml,5,152.8,,,us,usp000emtb,2014-11-07T01:29:34.594Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2006-06-30T12:34:49.000Z,2006-06-30,2006,06,2006-06,-34.021,148.744,10,2.7,ml,5,115.3,,,us,usp000emmx,2014-11-07T01:29:30.340Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2006-06-17T20:41:51.000Z,2006-06-17,2006,06,2006-06,-21.248,132.479,0,2.8,ml,7,143.2,,,us,usp000ekn9,2014-11-07T01:29:23.624Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-06-15T18:01:30.000Z,2006-06-15,2006,06,2006-06,-27.984,146.996,0,3,ml,9,104.9,,,us,usp000ekf4,2014-11-07T01:29:22.824Z,Queensland, Australia,earthquake,,,,,reviewed,aust,aust
2006-06-15T15:20:01.000Z,2006-06-15,2006,06,2006-06,-23.003,131.777,0,2.8,ml,8,141.4,,,us,usp000ekeu,2014-11-07T01:29:22.781Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-05-24T23:02:47.000Z,2006-05-24,2006,05,2006-05,-22.916,130.059,10,2.6,ml,4,175.7,,,us,usp000ehw0,2014-11-07T01:29:10.695Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-05-24T21:34:30.000Z,2006-05-24,2006,05,2006-05,-23.012,130.035,0,3.9,ml,18,94.4,,,us,usp000ehvr,2014-11-07T01:29:10.662Z,Northern Territory, Australia,earthquake,,,,,reviewed,aust,aust
2006-04-21T08:11:50.000Z,2006-04-21,2006,04,2006-04,-34.811,149.144,5,3.1,ml,6,113,,,us,usp000ef57,2014-11-07T01:28:53.354Z,New South Wales, Australia,earthquake,,,,,reviewed,aust,aust
2006-04-01T01:09:18.000Z,2006-04-01,2006,04,2006-04,-25.992,130.985,11,4.8,mb,19,56.7,,,us,usp000edcs,2014-11-07T01:28:39.611Z,Northern Territory, Australia,earthquake,,,,2,reviewed,aust,us
