time,year,month,date/month,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,states,region,,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-06-04T02:29:09.000Z,2014,6,2014-06,-29.867,137.71,13,4.2,mb,,,,1.01,us,usc000raqr,2014-08-30T17:03:00.000Z,South Australia, Roxby Downs, Australia,earthquake,,4.7,0.125,18,reviewed,aust,us
2014-05-13T09:44:10.200Z,2014,5,2014-05,-18.7196,149.9563,10,4.1,mb,,66,3.749,1.28,us,usc000r95k,2014-08-06T00:55:34.000Z,Queensland, Bowen, Australia,earthquake,,1.9,0.184,8,reviewed,us,us
2014-04-29T09:54:56.000Z,2014,4,2014-04,-32.796,139.541,13,4.6,mb,,,,0.92,us,usb000q3ij,2015-01-30T09:50:31.026Z,South Australia, Peterborough, Australia,earthquake,,1.5,0.173,12,reviewed,aust,us
2014-02-26T00:00:07.000Z,2014,2,2014-02,-30.679,121.187,0,4.5,mwr,,,,1.33,us,usc000my8y,2014-05-13T21:36:41.000Z,Western Australia, Kalgoorlie, Australia,earthquake,,3.3,0.083,14,reviewed,aust,us
2013-07-18T11:39:11.780Z,2013,7,2013-07,-19.777,133.953,10,4.4,mb,24,64,,1.16,us,usp000k24e,2014-11-07T01:51:17.877Z,Northern Territory,, Australia,earthquake,,2.9,,10,reviewed,us,us
2013-06-09T14:22:15.000Z,2013,6,2013-06,-26.11,131.994,0,5.3,mww,446,21.6,,,us,usc000hjry,2017-10-11T20:34:30.801Z,South Australia,, Australia,earthquake,,,,,reviewed,aust,us
2012-06-08T11:32:39.000Z,2012,6,2012-06,-30.748,150.4,0,4.1,ml,7,159.2,,,us,usp000jmh7,2014-11-07T01:48:02.047Z,New South Wales,, Australia,earthquake,,,,,reviewed,aust,aust
2012-06-08T11:31:00.000Z,2012,6,2012-06,-30.759,150.413,0,4,mwr,27,78.6,,,us,usp000jmh6,2016-01-04T23:29:31.572Z,New South Wales,, Australia,earthquake,,,,,reviewed,aust,us
2011-09-17T16:28:29.000Z,2011,9,2011-09,-20.214,147.614,5,4.3,mb,16,151.1,,,us,usp000j86z,2015-03-24T02:02:45.228Z,Queensland,, Australia,earthquake,,,,3,reviewed,aust,us
2011-04-16T07:06:52.000Z,2011,4,2011-04,-20.17,147.679,0,4,mb,19,153.5,,,us,usp000j02d,2015-03-24T01:16:38.384Z,Queensland,, Australia,earthquake,,,,2,reviewed,aust,us
2011-04-16T05:31:18.000Z,2011,4,2011-04,-20.085,147.764,7,5,mwr,127,24.2,,,us,usp000j026,2020-09-21T17:28:56.296Z,Queensland,, Australia,earthquake,,,,,reviewed,aust,us
2011-02-21T21:59:36.000Z,2011,2,2011-02,-20.903,135.419,0.6,4,mwr,65,50.9,,,us,usp000huvh,2014-11-07T01:43:41.999Z,Northern Territory,, Australia,earthquake,,,,,reviewed,aust,us
2010-09-29T09:09:25.000Z,2010,9,2010-09,-29.568,143.752,0,4.2,mb,15,44.9,,,us,usp000hmb3,2014-11-07T01:42:31.701Z,New South Wales,, Australia,earthquake,,,,1,reviewed,aust,us
2008-02-13T21:57:27.000Z,2008,2,2008-02,-27.551,146.651,0,4.2,ml,8,99.9,,,us,usp000fyut,2014-11-07T01:34:56.753Z,Queensland,, Australia,earthquake,,,,,reviewed,aust,aust
2008-02-06T06:46:47.000Z,2008,2,2008-02,-13.402,129.644,7,4.2,mb,10,206.3,,,us,usp000fy9p,2014-11-07T01:34:54.332Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,aust,us
2007-11-19T20:01:01.000Z,2007,11,2007-11,-12.336,143.735,24,4.8,mb,21,143.7,,,us,usp000fsx4,2014-11-07T01:34:12.182Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,aust,us
2006-10-21T09:51:49.000Z,2006,10,2006-10,-34.036,149.16,15,4.2,ml,20,89.1,,,us,usp000evps,2014-11-07T01:30:36.677Z,New South Wales,, Australia,earthquake,,,,,reviewed,aust,aust
2006-04-01T01:09:18.000Z,2006,4,2006-04,-25.992,130.985,11,4.8,mb,19,56.7,,,us,usp000edcs,2014-11-07T01:28:39.611Z,South Australia,, Australia,earthquake,,,,2,reviewed,aust,us
2005-09-14T05:12:21.000Z,2005,9,2005-09,-19.844,134.046,5,4.9,mb,32,70.6,,,us,usp000dze1,2020-09-18T20:40:37.464Z,Northern Territory,, Australia,earthquake,,,,4,reviewed,aust,us
2004-09-25T15:10:42.000Z,2004,9,2004-09,-16.776,129.152,10,4,ml,15,92,,,us,usp000d51e,2014-11-07T01:23:33.455Z,Northern Territory,, Australia,earthquake,,,,,reviewed,aust,aust
2004-02-11T09:30:39.000Z,2004,2,2004-02,-22.68,129.823,13,4.9,mwc,37,41.2,,,us,usp000ckz6,2016-11-10T00:25:55.994Z,Northern Territory,, Australia,earthquake,,,,,reviewed,aust,hrv
2004-02-11T09:17:58.000Z,2004,2,2004-02,-22.738,129.871,13,4.6,mb,33,43.1,,,us,usp000ckz2,2014-11-07T01:21:20.391Z,Northern Territory,, Australia,earthquake,,,,8,reviewed,aust,us
2003-08-11T07:04:30.000Z,2003,8,2003-08,-18.436,147.114,5,4.8,mb,20,191.1,,,us,usp000c4mj,2014-11-07T01:19:30.000Z,Queensland,, Australia,earthquake,,,,3,reviewed,aust,us
2003-01-01T17:47:29.000Z,2003,1,2003-01,-20.043,133.774,10,4.1,mb,21,,,,us,usp000bmwh,2014-11-07T01:17:30.557Z,Northern Territory,, Australia,earthquake,,,,7,reviewed,aust,us
2002-11-01T08:55:14.420Z,2002,11,2002-11,-11.191,130.011,10,4.2,ml,6,,,0.45,us,usp000bfsx,2014-11-07T01:16:53.851Z,Northern Territory,, Australia,earthquake,,,,,reviewed,us,aust
2001-10-27T07:58:48.020Z,2001,10,2001-10,-35.309,143.682,10,4.2,mb,28,,,1.32,us,usp000arqn,2020-04-16T17:58:53.823Z,Victoria,, Australia,earthquake,,,,7,reviewed,us,us
2001-09-14T15:18:28.770Z,2001,9,2001-09,-19.867,133.79,10,5,mb,35,,,0.87,us,usp000ap61,2014-11-07T01:13:48.075Z,Northern Territory,, Australia,earthquake,,,,14,reviewed,us,us
2001-04-12T20:12:43.630Z,2001,4,2001-04,-19.976,134.041,10,4,mb,10,,,1.1,us,usp000ad43,2014-11-07T01:12:34.311Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1999-11-21T21:40:02.210Z,1999,11,1999-11,-19.731,133.126,10,4.3,mb,,,,1.14,us,usp0009hyp,2014-11-07T01:08:59.512Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1999-05-29T19:39:41.480Z,1999,5,1999-05,-19.926,133.759,33,4.3,mb,,,,1.05,us,usp00098zp,2014-11-07T01:07:44.683Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1999-05-10T10:02:23.810Z,1999,5,1999-05,-20.104,133.869,10,4.4,mb,,,,1.01,us,usp00097qm,2014-11-07T01:07:39.330Z,Northern Territory,, Australia,earthquake,,,,4,reviewed,us,us
1999-05-01T18:11:54.680Z,1999,5,1999-05,-19.964,134.083,25.8,4.1,mb,,,,0.86,us,usp000976d,2014-11-07T01:07:35.205Z,Northern Territory,, Australia,earthquake,,9.7,,1,reviewed,us,us
1999-04-15T04:55:51.700Z,1999,4,1999-04,-20.104,133.992,10,4.7,mb,,,,1.42,us,usp00096ax,2014-11-07T01:07:28.310Z,Northern Territory,, Australia,earthquake,,,,13,reviewed,us,us
1998-11-02T17:09:29.630Z,1998,11,1998-11,-22.429,151.869,10,4.3,mb,,,,1.36,us,usp0008xgm,2014-11-07T01:06:22.270Z,Western Australia,, Australia,earthquake,,,,4,reviewed,us,us
1998-10-16T13:46:14.960Z,1998,10,1998-10,-34.487,147.34,10,4,mb,,,,1.02,us,usp0008wm2,2014-11-07T01:06:15.608Z,New South Wales,, Australia,earthquake,,,,1,reviewed,us,us
1998-07-17T01:22:38.870Z,1998,7,1998-07,-36.245,147.72,10,4.1,mb,,,,0.99,us,usp0008rnn,2014-11-07T01:05:36.364Z,Victoria,, Australia,earthquake,,,,3,reviewed,us,us
1996-08-14T09:29:06.920Z,1996,8,1996-08,-30.003,143.434,10,4.3,mb,,,,1.5,us,usp0007nje,2014-11-07T01:00:58.911Z,New South Wales,, Australia,earthquake,,,,3,reviewed,us,us
1996-08-14T03:16:50.180Z,1996,8,1996-08,-30.068,143.435,10,4.6,mb,,,,1.3,us,usp0007nj2,2020-04-16T18:37:30.802Z,New South Wales,, Australia,earthquake,,,,8,reviewed,us,us
1996-08-13T05:44:31.890Z,1996,8,1996-08,-29.959,143.6,10,4.3,mb,,,,1.2,us,usp0007ngc,2014-11-07T01:00:58.595Z,New South Wales,, Australia,earthquake,,,,1,reviewed,us,us
1996-08-13T04:30:11.560Z,1996,8,1996-08,-30.04,143.56,10,5,mb,,,,1,us,usp0007ngb,2020-04-16T18:37:40.848Z,New South Wales,, Australia,earthquake,,,,14,reviewed,us,us
1996-07-17T21:34:25.570Z,1996,7,1996-07,-20.144,133.88,10,4.9,mb,,,,1.1,us,usp0007m6a,2014-11-07T01:00:48.285Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1996-06-18T00:06:52.300Z,1996,6,1996-06,-17.972,140.684,10,4.2,mb,,,,1.2,us,usp0007jx7,2014-11-07T01:00:38.598Z,Queensland,, Australia,earthquake,,,,6,reviewed,us,us
1996-03-25T07:45:58.520Z,1996,3,1996-03,-19.985,133.986,10,4.3,mb,,,,1.4,us,usp0007f92,2014-11-07T01:00:08.474Z,Northern Territory,, Australia,earthquake,,,,10,reviewed,us,us
1996-01-15T08:38:18.250Z,1996,1,1996-01,-20.097,133.972,10,4.3,mb,,,,1.5,us,usp0007b43,2014-11-07T00:59:40.513Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1996-01-13T09:58:09.740Z,1996,1,1996-01,-20.14,133.907,10,4.2,mb,,,,1.3,us,usp0007azp,2014-11-07T00:59:39.878Z,Northern Territory,, Australia,earthquake,,,,4,reviewed,us,us
1995-06-14T16:41:53.290Z,1995,6,1995-06,-20.138,133.654,10,4.8,mb,,,,1.2,us,usp0006z2r,2014-11-07T00:58:08.822Z,Northern Territory,, Australia,earthquake,,,,15,reviewed,us,us
1995-01-02T23:08:19.850Z,1995,1,1995-01,-20.007,133.724,10,4.1,mb,,,,1.3,us,usp0006qsk,2014-11-07T00:57:04.710Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1994-08-31T20:48:33.190Z,1994,8,1994-08,-20.663,133.839,10,4.5,mb,,,,1.2,us,usp0006hrp,2014-11-07T00:56:09.235Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1994-02-08T15:31:01.300Z,1994,2,1994-02,-20.015,133.53,10,4.7,mb,,,,1.2,us,usp000687s,2014-11-07T00:54:57.575Z,Northern Territory,, Australia,earthquake,,,,7,reviewed,us,us
1993-12-18T19:27:30.880Z,1993,12,1993-12,-11.871,133.841,19.3,4.6,mb,,,,1.4,us,usp00065as,2014-11-07T00:54:37.061Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1993-02-21T08:39:25.350Z,1993,2,1993-02,-20.221,133.73,5,4.6,mb,,,,1.1,us,usp0005ne6,2014-11-07T00:52:26.167Z,Northern Territory,, Australia,earthquake,,,,8,reviewed,us,us
1992-10-11T02:03:25.630Z,1992,10,1992-10,-34.302,147.326,10,4.1,mb,,,,1.6,us,usp0005f63,2014-11-07T00:51:39.096Z,New South Wales,, Australia,earthquake,,,,1,reviewed,us,us
1992-09-30T11:18:06.600Z,1992,9,1992-09,-11.363,134.531,37.5,5.4,mb,,,,0.9,us,usp0005erk,2014-11-07T00:51:32.720Z,Northern Territory,, Australia,earthquake,,,,38,reviewed,us,us
1992-06-13T18:05:17.880Z,1992,6,1992-06,-23.58,130.284,10,5,mb,,,,1.1,us,usp000591z,2014-11-07T00:50:49.714Z,Northern Territory,, Australia,earthquake,,,,7,reviewed,us,us
1992-04-17T12:08:10.400Z,1992,4,1992-04,-19.867,133.717,10,4.2,mb,,,,1.4,us,usp00055xg,2014-11-07T00:50:27.853Z,Northern Territory,, Australia,earthquake,,,,6,reviewed,us,us
1992-02-25T18:46:24.950Z,1992,2,1992-02,-20.137,133.882,5,4.2,mb,,,,1.4,us,usp00053ga,2014-11-07T00:50:08.166Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1991-09-28T15:05:40.250Z,1991,9,1991-09,-27.561,147.717,10,4,ml,,,,1.1,us,usp0004x5t,2014-11-07T00:49:17.966Z,Queensland,, Australia,earthquake,,,,,reviewed,us,cnb
1991-08-06T14:11:42.250Z,1991,8,1991-08,-17.902,143.217,10,4,mb,,,,1.2,us,usp0004v23,2014-11-07T00:49:03.612Z,Queensland,, Australia,earthquake,,,,1,reviewed,us,us
1991-08-04T23:28:01.640Z,1991,8,1991-08,-19.978,134.063,10,4.5,mb,,,,1.2,us,usp0004v08,2014-11-07T00:49:03.026Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1991-07-08T10:45:33.780Z,1991,7,1991-07,-20.225,133.825,5,5.1,mb,,,,1.4,us,usp0004twd,2014-11-07T00:48:53.106Z,Northern Territory,, Australia,earthquake,,,,15,reviewed,us,us
1991-06-19T11:38:23.390Z,1991,6,1991-06,-20.134,133.952,10,5.2,mb,,,,1.6,us,usp0004t5q,2014-11-07T00:48:45.937Z,Northern Territory,, Australia,earthquake,,,,21,reviewed,us,us
1991-03-07T01:28:10.540Z,1991,3,1991-03,-20.082,134.025,5,5.2,mb,,,,0.8,us,usp0004nry,2014-11-07T00:48:10.305Z,Northern Territory,, Australia,earthquake,,,,8,reviewed,us,us
1991-01-03T14:04:57.420Z,1991,1,1991-01,-20.185,133.674,10,4.8,mb,,,,0.9,us,usp0004k5j,2014-11-07T00:47:45.015Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1991-01-03T09:40:57.160Z,1991,1,1991-01,-20.171,133.827,5,4.3,mb,,,,1.4,us,usp0004k5c,2014-11-07T00:47:44.854Z,Northern Territory,, Australia,earthquake,,,,2,reviewed,us,us
1990-11-27T21:16:27.930Z,1990,11,1990-11,-20.098,133.644,5,4.8,mb,,,,1.4,us,usp0004hg3,2014-11-07T00:47:29.088Z,Northern Territory,, Australia,earthquake,,,,7,reviewed,us,us
1990-10-31T06:00:01.580Z,1990,10,1990-10,-19.889,133.573,5,4.3,mb,,,,1,us,usp0004gch,2014-11-07T00:47:19.690Z,Northern Territory,, Australia,earthquake,,,,2,reviewed,us,us
1990-01-20T19:56:46.010Z,1990,1,1990-01,-19.978,133.706,10,4.4,mb,,,,1.3,us,usp00044gs,2014-11-07T00:45:33.836Z,Northern Territory,, Australia,earthquake,,,,2,reviewed,us,us
1989-11-02T15:43:20.520Z,1989,11,1989-11,-19.973,133.779,10,4.1,mb,,,,1,us,usp00041n4,2014-11-07T00:45:09.783Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1989-09-13T21:52:43.940Z,1989,9,1989-09,-21.619,129.758,10,4.3,mb,,,,1.5,us,usp0003zhv,2014-11-07T00:44:51.712Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1989-06-26T18:13:47.890Z,1989,6,1989-06,-20.031,133.743,5,4.2,ml,,,,1.2,us,usp0003wpg,2014-11-07T00:44:24.383Z,Northern Territory,, Australia,earthquake,,,,,reviewed,us,qis
1989-06-11T14:52:33.700Z,1989,6,1989-06,-19.96,133.731,5,4.3,mb,,,,1.5,us,usp0003w6f,2014-11-07T00:44:22.270Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1989-05-28T02:55:19.650Z,1989,5,1989-05,-25.053,130.781,10,5.8,mb,,,,0.9,us,usp0003vqf,2020-07-07T23:54:21.689Z,Northern Territory,, Australia,earthquake,,,,18,reviewed,us,us
1989-05-05T06:16:59.110Z,1989,5,1989-05,-17.988,131.408,10,4.1,ml,,,,1.1,us,usp0003ux5,2014-11-07T00:44:09.049Z,Northern Territory,, Australia,earthquake,,,,,reviewed,us,qis
1989-03-30T12:46:25.670Z,1989,3,1989-03,-19.904,133.645,5,5.3,mb,,,,1.4,us,usp0003tf5,2014-11-07T00:43:51.780Z,Northern Territory,, Australia,earthquake,,,,2,reviewed,us,us
1989-02-08T04:54:53.900Z,1989,2,1989-02,-19.832,133.625,10,4.4,mb,,,,1,us,usp0003rnm,2014-11-07T00:43:34.877Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1989-01-05T20:48:28.410Z,1989,1,1989-01,-33.816,147.019,10,4.1,ml,,,,1.3,us,usp0003qjd,2014-11-07T00:43:24.018Z,New South Wales,, Australia,earthquake,,,,,reviewed,us,riv
1988-11-15T23:56:41.630Z,1988,11,1988-11,-19.999,133.709,5,4.6,mb,,,,1.3,us,usp0003nwd,2014-11-07T00:43:06.458Z,Northern Territory,, Australia,earthquake,,,,2,reviewed,us,us
1988-09-30T20:42:58.130Z,1988,9,1988-09,-20.048,133.865,5,5.3,mb,,,,1.4,us,usp0003mdh,2014-11-07T00:42:52.714Z,Northern Territory,, Australia,earthquake,,,,9,reviewed,us,us
1988-09-14T22:09:03.780Z,1988,9,1988-09,-19.965,133.676,5,4.2,mb,,,,1.2,us,usp0003kza,2014-11-07T00:42:49.327Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1988-07-29T18:16:33.320Z,1988,7,1988-07,-20.125,133.603,5,4.2,ml,,,,0.7,us,usp0003jc3,2014-11-07T00:42:33.492Z,Northern Territory,, Australia,earthquake,,,,,reviewed,us,qis
1988-07-03T08:23:11.900Z,1988,7,1988-07,-35.627,144.512,10,4.1,ml,,,,1.4,us,usp0003hj5,2014-11-07T00:42:27.452Z,New South Wales,, Australia,earthquake,,,,,reviewed,us,cnb
1988-06-24T22:22:47.390Z,1988,6,1988-06,-19.835,134.013,10,4.7,mb,,,,0.7,us,usp0003h94,2014-11-07T00:42:21.526Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1988-04-29T16:54:21.460Z,1988,4,1988-04,-19.997,134.083,5,4.4,mb,,,,1.3,us,usp0003fh3,2014-11-07T00:41:59.690Z,Northern Territory,, Australia,earthquake,,,,6,reviewed,us,us
1988-04-09T01:22:43.090Z,1988,4,1988-04,-32.227,149.685,10,4,ml,,,,1.3,us,usp0003euq,2014-11-07T00:41:56.660Z,New South Wales,, Australia,earthquake,,,,,reviewed,us,cms
1988-04-02T20:19:37.190Z,1988,4,1988-04,-20.012,134.014,10,4.9,mb,,,,1,us,usp0003ekp,2014-11-07T00:41:54.580Z,Northern Territory,, Australia,earthquake,,,,8,reviewed,us,us
1988-03-28T00:27:07.800Z,1988,3,1988-03,-20.072,133.786,5,4.5,mb,,,,0.9,us,usp0003ed3,2014-11-07T00:41:50.065Z,Northern Territory,, Australia,earthquake,,,,2,reviewed,us,us
1988-02-27T03:20:06.490Z,1988,2,1988-02,-19.943,133.699,5,4.9,mb,,,,1.1,us,usp0003dd2,2014-11-07T00:41:41.402Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1988-02-06T19:08:26.410Z,1988,2,1988-02,-19.567,133.799,10,5,mb,,,,1.4,us,usp0003ctg,2014-11-07T00:41:38.359Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1988-02-04T13:30:33.040Z,1988,2,1988-02,-19.928,133.755,10,4.7,mb,,,,1.3,us,usp0003cqq,2014-11-07T00:41:36.891Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1988-02-03T12:26:37.370Z,1988,2,1988-02,-19.871,133.641,10,4.6,mb,,,,1.4,us,usp0003cps,2014-11-07T00:41:36.620Z,Northern Territory,, Australia,earthquake,,,,2,reviewed,us,us
1988-01-29T10:19:30.840Z,1988,1,1988-01,-20.003,133.745,5,5.6,mb,,,,1.2,us,usp0003chs,2020-08-28T21:50:30.625Z,Northern Territory,, Australia,earthquake,,,,13,reviewed,us,us
1988-01-27T11:27:17.120Z,1988,1,1988-01,-20.067,133.605,5,5.1,mb,,,,1.2,us,usp0003cfe,2014-11-07T00:41:33.092Z,Northern Territory,, Australia,earthquake,,,,9,reviewed,us,us
1988-01-25T13:08:06.530Z,1988,1,1988-01,-20.15,133.874,5,4.8,mb,,,,1.3,us,usp0003ccq,2014-11-07T00:41:32.461Z,Northern Territory,, Australia,earthquake,,,,2,reviewed,us,us
1988-01-23T09:07:36.650Z,1988,1,1988-01,-19.961,133.648,5,4.5,mb,,,,1.2,us,usp0003cas,2014-11-07T00:41:32.160Z,Northern Territory,, Australia,earthquake,,,,5,reviewed,us,us
1988-01-23T07:34:34.570Z,1988,1,1988-01,-20.056,133.852,5,4.6,mb,,,,1.4,us,usp0003cap,2014-11-07T00:41:32.137Z,Northern Territory,, Australia,earthquake,,,,8,reviewed,us,us
1988-01-23T07:03:11.170Z,1988,1,1988-01,-19.931,133.855,5,4.1,mb,,,,1.3,us,usp0003cam,2014-11-07T00:41:32.133Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1988-01-23T03:33:37.340Z,1988,1,1988-01,-20.058,133.697,5,4.6,mb,,,,1.3,us,usp0003cae,2014-11-07T00:41:32.121Z,Northern Territory,, Australia,earthquake,,,,6,reviewed,us,us
1988-01-22T20:54:03.070Z,1988,1,1988-01,-19.857,133.991,5,5.4,mw,,,,1,us,usp0003ca0,2020-08-28T21:49:25.499Z,Northern Territory,, Australia,earthquake,,,,,reviewed,us,hrv
1988-01-22T13:46:57.010Z,1988,1,1988-01,-20.366,133.565,5,4.3,mb,,,,0.9,us,usp0003c9r,2014-11-07T00:41:32.028Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1988-01-22T13:01:36.690Z,1988,1,1988-01,-20.253,133.692,5,4.7,mb,,,,1,us,usp0003c9q,2014-11-07T00:41:32.026Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1988-01-22T12:39:33.880Z,1988,1,1988-01,-20.187,133.611,5,4.9,mb,,,,1,us,usp0003c9p,2014-11-07T00:41:32.022Z,Northern Territory,, Australia,earthquake,,,,5,reviewed,us,us
1988-01-22T12:04:57.880Z,1988,1,1988-01,-19.829,133.882,5,6.7,ms,,,,1.1,us,usp0003c9n,2020-07-07T23:50:04.443Z,Northern Territory,, Australia,earthquake,,,,30,reviewed,us,us
1988-01-22T09:20:17.580Z,1988,1,1988-01,-19.823,133.69,5,4.1,mb,,,,1.4,us,usp0003c9k,2014-11-07T00:41:31.979Z,Northern Territory,, Australia,earthquake,,,,3,reviewed,us,us
1988-01-22T04:47:22.030Z,1988,1,1988-01,-19.879,133.742,5,4.1,mb,,,,1.6,us,usp0003c9d,2014-11-07T00:41:31.954Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1988-01-22T04:18:46.920Z,1988,1,1988-01,-19.978,133.663,5,5.1,mb,,,,1.5,us,usp0003c9c,2014-11-07T00:41:31.952Z,Northern Territory,, Australia,earthquake,,,,4,reviewed,us,us
1988-01-22T03:57:25.260Z,1988,1,1988-01,-19.798,133.91,5,6.3,mw,,,,1,us,usp0003c9b,2020-08-28T21:49:02.620Z,Northern Territory,, Australia,earthquake,,,,,reviewed,us,hrv
1988-01-22T01:10:14.420Z,1988,1,1988-01,-19.025,133.62,5,4.3,mb,,,,1.2,us,usp0003c96,2014-11-07T00:41:31.902Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1988-01-22T00:35:58.070Z,1988,1,1988-01,-19.847,133.803,5,6.3,mw,,,,1,us,usp0003c94,2020-07-07T23:49:44.757Z,Northern Territory,, Australia,earthquake,,,,,reviewed,us,nc
1987-12-22T15:06:29.710Z,1987,12,1987-12,-36.056,141.418,10,4.6,mb,,,,1.3,us,usp0003bfw,2020-08-28T21:45:39.078Z,Victoria,, Australia,earthquake,,,,11,reviewed,us,us
1987-09-29T19:29:20.570Z,1987,9,1987-09,-14.824,130.246,10,4.3,mb,,,,1.1,us,usp00038ud,2014-11-07T00:40:58.657Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1987-01-30T17:42:49.700Z,1987,1,1987-01,-19.941,133.692,10,4.3,mb,,,,1.4,us,usp000321j,2014-11-07T00:39:41.650Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1987-01-09T11:27:12.680Z,1987,1,1987-01,-20.11,133.636,5,5.4,mw,,,,1.1,us,usp00031hu,2016-11-09T21:37:57.372Z,Northern Territory,, Australia,earthquake,,,,,reviewed,us,hrv
1987-01-09T01:02:49.310Z,1987,1,1987-01,-19.887,133.684,10,4.1,mb,,,,1,us,usp00031he,2014-11-07T00:39:38.418Z,Northern Territory,, Australia,earthquake,,,,6,reviewed,us,us
1987-01-08T02:38:03.190Z,1987,1,1987-01,-19.952,133.693,10,4.5,mb,,,,1.2,us,usp00031g7,2014-11-07T00:39:38.049Z,Northern Territory,, Australia,earthquake,,,,7,reviewed,us,us
1987-01-07T20:01:52.220Z,1987,1,1987-01,-19.973,133.898,10,5.2,mb,,,,1.2,us,usp00031fw,2020-08-28T20:53:46.566Z,Northern Territory,, Australia,earthquake,,,,12,reviewed,us,us
1987-01-05T14:05:22.160Z,1987,1,1987-01,-19.994,133.713,10,4.4,mb,,,,1.5,us,usp00031dx,2014-11-07T00:39:37.146Z,Northern Territory,, Australia,earthquake,,,,5,reviewed,us,us
1986-04-10T18:53:04.220Z,1986,4,1986-04,-35.756,144.777,10,4.4,ml,,,,0.8,us,usp0002stz,2014-11-07T00:38:12.553Z,New South Wales,, Australia,earthquake,,,,,reviewed,us,riv
1985-08-12T07:02:11.310Z,1985,8,1985-08,-28.747,149.309,33,4.4,ml,,,,1.4,us,usp0002hn1,2014-11-07T00:37:00.483Z,New South Wales,, Australia,earthquake,,,,,reviewed,us,riv
1983-05-18T00:36:11.110Z,1983,5,1983-05,-25.787,137.429,33,4.5,mb,,,,1.2,us,usp0001vf2,2014-11-07T00:33:10.860Z,Northern Territory,, Australia,earthquake,,,,1,reviewed,us,us
1983-04-08T19:33:13.670Z,1983,4,1983-04,-29.615,142.15,33,4.9,mb,,,,1.4,us,usp0001u9p,2020-04-16T20:05:05.530Z,New South Wales,, Australia,earthquake,,,,1,reviewed,us,us
1982-11-26T00:11:16.390Z,1982,11,1982-11,-33.876,147.133,33,4.2,mb,,,,0.9,us,usp0001r3z,2014-11-07T00:32:14.036Z,New South Wales,, Australia,earthquake,,,,2,reviewed,us,us